"data_id","Name","Precision","Recall","MCC"
"80M_low","U25",0.377757352941176,0.751371115173675,0.515451545979933
"80M_low","U4",0.665615141955836,0.385740402193784,0.496709275911044
"80M_low","U30",0.557422969187675,0.363802559414991,0.438238545795573
"80M_low","U3",0.593856655290102,0.318098720292505,0.423611104089794
"80M_low","U6",0.323960880195599,0.484460694698355,0.375718754029872
"80M_low","U10",0.0964997569275644,0.725776965265082,0.216200932305107
"80M_low","U21",0.0977142857142857,0.625228519195612,0.19913409553724
"80M_low","U36",0.105202754399388,0.502742230347349,0.185483475621264
"80M_low","U23",0.089064558629776,0.617915904936015,0.18357985159541
"80M_low","U7",0.0959124557450917,0.544789762340037,0.180713923701496
"80M_low","U24",0.0926966292134832,0.542961608775137,0.175433395007731
"80M_low","U20",0.110361445783133,0.418647166361974,0.173532038601025
"80M_low","U12",0.0785024154589372,0.594149908592322,0.160749145670303
"80M_low","U19",0.09375,0.411334552102377,0.150742796916951
"80M_low","U28",0.0999505195447798,0.369287020109689,0.149615552756819
"80M_low","U22",0.085203366058906,0.444241316270567,0.145103914785041
"80M_low","U9",0.0792017461802308,0.464351005484461,0.139406172780756
"80M_low","U35",0.0846333853354134,0.396709323583181,0.135113228691405
"80M_low","U1",0.0752688172043011,0.396709323583181,0.121043695372527
"80M_low","U8",0.0792792792792793,0.321755027422303,0.112920139350508
"80M_low","U34",0.0696107784431138,0.340036563071298,0.102213040161396
"80M_low","U15",0.0784108729743858,0.274223034734918,0.10220612697802
"80M_low","U27",0.0649061406299714,0.372943327239488,0.0999351894051748
"80M_low","U38",0.0705607476635514,0.276051188299817,0.0921284011756347
"80M_low","U26",0.0621506083525156,0.345521023765996,0.0908590024096152
"80M_low","U18",0.0616372391653291,0.351005484460695,0.0908064333041313
"80M_low","U13",0.0658185840707965,0.217550274223035,0.0747506005183161
"80M_low","U37",0.0779510022271715,0.127970749542962,0.067545221778868
"80M_low","U31",0.0932539682539683,0.0859232175502742,0.0651751037076345
"80M_low","U29",0.0493150684931507,0.296160877513711,0.0602583977552076
"80M_low","U16",0.0663793103448276,0.140767824497258,0.0596980518213526
"80M_low","U5",0.0482838859802211,0.303473491773309,0.0590492233151431
"80M_low","U11",0.196078431372549,0.0182815356489945,0.0523697020148808
"80M_low","U17",0.0498338870431894,0.191956124314442,0.0477497984663213
"80M_low","U33",0.0534201954397394,0.149908592321755,0.0464624844136405
"80M_low","U40",0.0650195058517555,0.0914076782449726,0.0464473952699664
"80M_low","U14",0.0461022632020117,0.20109689213894,0.0427950668603837
"80M_low","U59",0.051975051975052,0.137111517367459,0.0424680967075295
"80M_low","U39",0.0608465608465608,0.0840950639853748,0.0409680431938122
"80M_low","U43",0.0413625304136253,0.186471663619744,0.0327142067119396
"80M_low","U74",0.127272727272727,0.0127970749542962,0.0322399134448296
"80M_low","U66",0.0570902394106814,0.056672760511883,0.0306848925801673
"80M_low","U77",0.0372245384157236,0.228519195612431,0.0277892855712312
"80M_low","U41",0.0454959053685168,0.0914076782449726,0.027150580080149
"80M_low","U51",0.0441696113074205,0.0914076782449726,0.0255880047993189
"80M_low","U60",0.0371438874864767,0.188299817184644,0.0246263905709034
"80M_low","U62",0.0370510396975425,0.179159049360146,0.0237412200676839
"80M_low","U61",0.0397727272727273,0.0895795246800731,0.0198604465150926
"80M_low","U64",0.0384351407000686,0.102376599634369,0.0194296688370635
"80M_low","U58",0.0483870967741935,0.0329067641681901,0.0179432549938722
"80M_low","U45",0.0376538740043447,0.0950639853747715,0.0175738315481846
"80M_low","U70",0.0378037803780378,0.076782449725777,0.0158733071413191
"80M_low","U46",0.0372340425531915,0.076782449725777,0.0151477258970425
"80M_low","U56",0.0326797385620915,0.182815356489945,0.0144626684593701
"80M_low","U72",0.035,0.0895795246800731,0.0132410952852581
"80M_low","U42",0.0396270396270396,0.0310786106032907,0.0113464851708609
"80M_low","U57",0.032669729453803,0.117001828153565,0.0111963567839442
"80M_low","U67",0.0317545748116254,0.107861060329068,0.00907912442323973
"80M_low","U63",0.0335305719921105,0.0310786106032907,0.00633254225818601
"80M_low","U2",0,0,0
"80M_low","U32",0,0,0
"80M_low","U44",0,0,0
"80M_low","U47",0,0,0
"80M_low","U48",0,0,0
"80M_low","U49",0,0,0
"80M_low","U50",0,0,0
"80M_low","U52",0,0,0
"80M_low","U53",0,0,0
"80M_low","U54",0,0,0
"80M_low","U55",0,0,0
"80M_low","U65",0,0,0
"80M_low","U68",0,0,0
"80M_low","U69",0,0,0
"80M_low","U71",0,0,0
"80M_low","U73",0,0,0
"80M_low","U75",0,0,0
"80M_low","U76",0,0,0
"80M_low","U78",0,0,0
"80M_low","U79",0,0,0
"80M_low","U80",0,0,0
"13NM_low","U7",0.0959124557450917,0.544789762340037,0.180713923701496
"13NM_low","U20",0.110361445783133,0.418647166361974,0.173532038601025
"13NM_low","U28",0.0999505195447798,0.369287020109689,0.149615552756819
"13NM_low","U1",0.0752688172043011,0.396709323583181,0.121043695372527
"13NM_low","U18",0.0616372391653291,0.351005484460695,0.0908064333041313
"13NM_low","U5",0.0482838859802211,0.303473491773309,0.0590492233151431
"13NM_low","U17",0.0498338870431894,0.191956124314442,0.0477497984663213
"13NM_low","U14",0.0461022632020117,0.20109689213894,0.0427950668603837
"13NM_low","U51",0.0441696113074205,0.0914076782449726,0.0255880047993189
"13NM_low","U58",0.0483870967741935,0.0329067641681901,0.0179432549938722
"13NM_low","U45",0.0376538740043447,0.0950639853747715,0.0175738315481846
"13NM_low","U42",0.0396270396270396,0.0310786106032907,0.0113464851708609
"13NM_low","U63",0.0335305719921105,0.0310786106032907,0.00633254225818601
"13M_low","U25",0.377757352941176,0.751371115173675,0.515451545979933
"13M_low","U3",0.593856655290102,0.318098720292505,0.423611104089794
"13M_low","U7",0.0959124557450917,0.544789762340037,0.180713923701496
"13M_low","U20",0.110361445783133,0.418647166361974,0.173532038601025
"13M_low","U28",0.0999505195447798,0.369287020109689,0.149615552756819
"13M_low","U5",0.0482838859802211,0.303473491773309,0.0590492233151431
"13M_low","U11",0.196078431372549,0.0182815356489945,0.0523697020148808
"13M_low","U17",0.0498338870431894,0.191956124314442,0.0477497984663213
"13M_low","U14",0.0461022632020117,0.20109689213894,0.0427950668603837
"13M_low","U51",0.0441696113074205,0.0914076782449726,0.0255880047993189
"13M_low","U58",0.0483870967741935,0.0329067641681901,0.0179432549938722
"13M_low","U45",0.0376538740043447,0.0950639853747715,0.0175738315481846
"13M_low","U42",0.0396270396270396,0.0310786106032907,0.0113464851708609
"80M_medium","U25",0.217989417989418,0.481308411214953,0.302707611900557
"80M_medium","U30",0.194008559201141,0.317757009345794,0.22750106665822
"80M_medium","U4",0.132219902574809,0.44392523364486,0.213316750864329
"80M_medium","U11",0.122131147540984,0.348130841121495,0.177660166204585
"80M_medium","U3",0.11787072243346,0.36214953271028,0.177104593577939
"80M_medium","U6",0.111266620013996,0.371495327102804,0.172528671008849
"80M_medium","U19",0.0592361652377241,0.177570093457944,0.0687461767018115
"80M_medium","U34",0.0649087221095335,0.149532710280374,0.0687213384030063
"80M_medium","U20",0.0551601423487545,0.144859813084112,0.0572054853533909
"80M_medium","U24",0.044269552385637,0.210280373831776,0.053539000878758
"80M_medium","U21",0.0379656160458453,0.247663551401869,0.0465645679558769
"80M_medium","U73",0.0409876543209877,0.19392523364486,0.045814075463708
"80M_medium","U28",0.0446886446886447,0.142523364485981,0.04386711383203
"80M_medium","U7",0.0391978122151322,0.200934579439252,0.0435722942374
"80M_medium","U8",0.0541795665634675,0.0817757009345794,0.0415961869439424
"80M_medium","U26",0.0452898550724638,0.116822429906542,0.0401837771255063
"80M_medium","U50",0.0421455938697318,0.128504672897196,0.0381827539709585
"80M_medium","U49",0.0356960734319225,0.163551401869159,0.0329552990389408
"80M_medium","U23",0.0330021291696238,0.217289719626168,0.0329362559068571
"80M_medium","U59",0.0337435490273918,0.198598130841121,0.0328185288565968
"80M_medium","U48",0.0355421686746988,0.13785046728972,0.0297533817479109
"80M_medium","U31",0.0357142857142857,0.133177570093458,0.0294739592427866
"80M_medium","U13",0.0404157043879908,0.0817757009345794,0.0282061438181384
"80M_medium","U9",0.0322115384615385,0.156542056074766,0.0258531436492152
"80M_medium","U22",0.04099560761347,0.0654205607476635,0.0256846820283105
"80M_medium","U51",0.0339308578745198,0.123831775700935,0.0255462538902877
"80M_medium","U12",0.0401721664275466,0.0654205607476635,0.024874919385749
"80M_medium","U16",0.0421052631578947,0.0560747663551402,0.0247092787591248
"80M_medium","U38",0.0325960419091967,0.130841121495327,0.0240784053876348
"80M_medium","U1",0.0361809045226131,0.0841121495327103,0.0236418669367317
"80M_medium","U10",0.0289270097544568,0.200934579439252,0.0222247701699036
"80M_medium","U27",0.0292169848071679,0.175233644859813,0.0211803343212025
"80M_medium","U57",0.029616724738676,0.158878504672897,0.0208728196829083
"80M_medium","U72",0.0288461538461538,0.161214953271028,0.0194008613633423
"80M_medium","U75",0.0294543698696282,0.142523364485981,0.0193190045936879
"80M_medium","U71",0.0291686922702965,0.14018691588785,0.0185781270398445
"80M_medium","U5",0.0295593976575572,0.123831775700935,0.0180667886136731
"80M_medium","U58",0.02975495915986,0.119158878504673,0.0180399733857845
"80M_medium","U29",0.0292242295430393,0.128504672897196,0.0178086717159444
"80M_medium","U61",0.0284424379232506,0.147196261682243,0.0175930676675076
"80M_medium","U15",0.029120559114735,0.116822429906542,0.016714431610444
"80M_medium","U47",0.0280626011872639,0.121495327102804,0.0150932085239668
"80M_medium","U52",0.0260635110844817,0.203271028037383,0.0149550847361333
"80M_medium","U56",0.0263340263340263,0.177570093457944,0.0144896921065855
"80M_medium","U70",0.0283505154639175,0.102803738317757,0.0142777299472822
"80M_medium","U66",0.0272445820433437,0.102803738317757,0.0123253362112313
"80M_medium","U40",0.0268264840182648,0.10981308411215,0.0119903580785541
"80M_medium","U67",0.0279475982532751,0.0747663551401869,0.0114457519739128
"80M_medium","U68",0.0269679300291545,0.0864485981308411,0.0107679945984443
"80M_medium","U60",0.0247311827956989,0.107476635514019,0.00775682515494812
"80M_medium","U41",0.0254314259763851,0.0654205607476635,0.00701543074698984
"80M_medium","U2",0,0,0
"80M_medium","U14",0,0,0
"80M_medium","U17",0,0,0
"80M_medium","U18",0,0,0
"80M_medium","U32",0,0,0
"80M_medium","U33",0,0,0
"80M_medium","U35",0,0,0
"80M_medium","U36",0,0,0
"80M_medium","U37",0,0,0
"80M_medium","U39",0,0,0
"80M_medium","U42",0,0,0
"80M_medium","U43",0,0,0
"80M_medium","U44",0,0,0
"80M_medium","U45",0,0,0
"80M_medium","U46",0,0,0
"80M_medium","U53",0,0,0
"80M_medium","U54",0,0,0
"80M_medium","U55",0,0,0
"80M_medium","U62",0,0,0
"80M_medium","U63",0,0,0
"80M_medium","U64",0,0,0
"80M_medium","U65",0,0,0
"80M_medium","U69",0,0,0
"80M_medium","U74",0,0,0
"80M_medium","U76",0,0,0
"80M_medium","U77",0,0,0
"80M_medium","U78",0,0,0
"80M_medium","U79",0,0,0
"80M_medium","U80",0,0,0
"13M_high","U25",0.234883720930233,0.104123711340206,0.128845849075219
"13M_high","U3",0.228116710875332,0.088659793814433,0.116117654806816
"13M_high","U11",0.127397260273973,0.0958762886597938,0.0718191912380778
"13M_high","U20",0.161490683229814,0.0268041237113402,0.0475386267925024
"13M_high","U7",0.11965811965812,0.0144329896907217,0.0255463809013021
"13M_high","U42",0.0825396825396825,0.0268041237113402,0.020274124856464
"13M_high","U45",0.0778443113772455,0.0268041237113402,0.0180389506378174
"13M_high","U5",0.072234762979684,0.0329896907216495,0.016903366071623
"13M_high","U17",0.0665529010238908,0.0402061855670103,0.01491824270142
"13M_high","U28",0.0550847457627119,0.0402061855670103,0.00622585744158525
"13M_high","U14",0,0,0
"13M_high","U51",0,0,0
"13M_high","U58",0,0,0
"13NM_high","U20",0.161490683229814,0.0268041237113402,0.0475386267925024
"13NM_high","U7",0.11965811965812,0.0144329896907217,0.0255463809013021
"13NM_high","U42",0.0825396825396825,0.0268041237113402,0.020274124856464
"13NM_high","U45",0.0778443113772455,0.0268041237113402,0.0180389506378174
"13NM_high","U5",0.072234762979684,0.0329896907216495,0.016903366071623
"13NM_high","U17",0.0665529010238908,0.0402061855670103,0.01491824270142
"13NM_high","U63",0.0673469387755102,0.034020618556701,0.0141939277785117
"13NM_high","U1",0.0769230769230769,0.0103092783505155,0.0108498447474494
"13NM_high","U18",0.058455114822547,0.0288659793814433,0.00754795671305908
"13NM_high","U28",0.0550847457627119,0.0402061855670103,0.00622585744158525
"13NM_high","U14",0,0,0
"13NM_high","U51",0,0,0
"13NM_high","U58",0,0,0
"80M_high","U30",0.347107438016529,0.0865979381443299,0.154002873463884
"80M_high","U25",0.234883720930233,0.104123711340206,0.128845849075219
"80M_high","U3",0.228116710875332,0.088659793814433,0.116117654806816
"80M_high","U4",0.156482861400894,0.108247422680412,0.0939692407685136
"80M_high","U11",0.127397260273973,0.0958762886597938,0.0718191912380778
"80M_high","U20",0.161490683229814,0.0268041237113402,0.0475386267925024
"80M_high","U44",0.119363395225464,0.0463917525773196,0.0459673144553845
"80M_high","U46",0.105263157894737,0.0350515463917526,0.0340828992585188
"80M_high","U48",0.127272727272727,0.0216494845360825,0.0336059408503718
"80M_high","U75",0.0867579908675799,0.0587628865979381,0.0331531199831102
"80M_high","U73",0.0953545232273839,0.0402061855670103,0.0317735723815955
"80M_high","U19",0.0993975903614458,0.034020618556701,0.0310157946280014
"80M_high","U71",0.087527352297593,0.0412371134020619,0.0280571485774543
"80M_high","U7",0.11965811965812,0.0144329896907217,0.0255463809013021
"80M_high","U33",0.100719424460432,0.0144329896907217,0.0204864999480933
"80M_high","U72",0.0784313725490196,0.0329896907216495,0.020368931372874
"80M_high","U42",0.0825396825396825,0.0268041237113402,0.020274124856464
"80M_high","U34",0.0713201820940819,0.0484536082474227,0.019944691739312
"80M_high","U15",0.0753880266075388,0.0350515463917526,0.0192876084574461
"80M_high","U23",0.0691114245416079,0.0505154639175258,0.0187436176431658
"80M_high","U8",0.0711805555555556,0.0422680412371134,0.0184950043311989
"80M_high","U45",0.0778443113772455,0.0268041237113402,0.0180389506378174
"80M_high","U49",0.0727650727650728,0.0360824742268041,0.0180178226664878
"80M_high","U24",0.0776119402985075,0.0268041237113402,0.0179252469246657
"80M_high","U80",0.0701107011070111,0.0391752577319588,0.017094374297016
"80M_high","U5",0.072234762979684,0.0329896907216495,0.016903366071623
"80M_high","U26",0.0782918149466192,0.022680412371134,0.0167724738434981
"80M_high","U37",0.0671031096563011,0.0422680412371134,0.0156973897513401
"80M_high","U27",0.0753424657534247,0.022680412371134,0.015431620959163
"80M_high","U59",0.0753424657534247,0.022680412371134,0.015431620959163
"80M_high","U13",0.0695067264573991,0.0319587628865979,0.0150444829137195
"80M_high","U17",0.0665529010238908,0.0402061855670103,0.01491824270142
"80M_high","U50",0.0679405520169851,0.0329896907216495,0.0143383118236121
"80M_high","U74",0.0636856368563686,0.0484536082474227,0.0141953443348408
"80M_high","U63",0.0673469387755102,0.034020618556701,0.0141939277785117
"80M_high","U53",0.0674418604651163,0.0298969072164948,0.0133417956120591
"80M_high","U62",0.0658682634730539,0.034020618556701,0.0132533825007885
"80M_high","U6",0.0655737704918033,0.0329896907216495,0.0128592489641918
"80M_high","U39",0.0650887573964497,0.034020618556701,0.0127495214977128
"80M_high","U12",0.0645792563600783,0.034020618556701,0.0124170930320069
"80M_high","U56",0.0680473372781065,0.0237113402061856,0.0121707046746717
"80M_high","U70",0.0598290598290598,0.0577319587628866,0.012092378480611
"80M_high","U35",0.0613668061366806,0.045360824742268,0.0119036691674463
"80M_high","U38",0.0621019108280255,0.0402061855670103,0.0117309157252224
"80M_high","U10",0.0600801068090788,0.0463917525773196,0.0109954086319472
"80M_high","U31",0.0643564356435644,0.0268041237113402,0.0108619722109443
"80M_high","U1",0.0769230769230769,0.0103092783505155,0.0108498447474494
"80M_high","U64",0.0606060606060606,0.0391752577319588,0.010468998504951
"80M_high","U57",0.0610997963340122,0.0309278350515464,0.00959672248000338
"80M_high","U76",0.0609756097560976,0.0257731958762887,0.00866788200949443
"80M_high","U79",0.0608272506082725,0.0257731958762887,0.00857865999480084
"80M_high","U41",0.0606060606060606,0.0247422680412371,0.00827116704822786
"80M_high","U43",0.0582706766917293,0.0319587628865979,0.00782342974460748
"80M_high","U18",0.058455114822547,0.0288659793814433,0.00754795671305908
"80M_high","U28",0.0550847457627119,0.0402061855670103,0.00622585744158525
"80M_high","U2",0,0,0
"80M_high","U9",0,0,0
"80M_high","U14",0,0,0
"80M_high","U16",0,0,0
"80M_high","U21",0,0,0
"80M_high","U22",0,0,0
"80M_high","U29",0,0,0
"80M_high","U32",0,0,0
"80M_high","U36",0,0,0
"80M_high","U40",0,0,0
"80M_high","U47",0,0,0
"80M_high","U51",0,0,0
"80M_high","U52",0,0,0
"80M_high","U54",0,0,0
"80M_high","U55",0,0,0
"80M_high","U58",0,0,0
"80M_high","U60",0,0,0
"80M_high","U61",0,0,0
"80M_high","U65",0,0,0
"80M_high","U66",0,0,0
"80M_high","U67",0,0,0
"80M_high","U68",0,0,0
"80M_high","U69",0,0,0
"80M_high","U77",0,0,0
"80M_high","U78",0,0,0
"experimental_dataset","U11",0.35,0.157303370786517,0.232317930057949
"experimental_dataset","U05",0.311827956989247,0.162921348314607,0.222836830708963
"experimental_dataset","U08",0.306451612903226,0.106741573033708,0.178689120735515
"experimental_dataset","U02",0.321428571428571,0.101123595505618,0.17823583295316
"experimental_dataset","U09",0.121621621621622,0.252808988764045,0.169888205419561
"experimental_dataset","U03",0.24390243902439,0.112359550561798,0.162954312173841
"experimental_dataset","U10",0.174757281553398,0.101123595505618,0.129891295723543
"experimental_dataset","U06",0.0512820512820513,0.101123595505618,0.0659693020809124
"experimental_dataset","U04",0.0218433670751199,0.230337078651685,0.0574564369989476
"experimental_dataset","U01",0.0329411764705882,0.0786516853932584,0.0440972545247706
"experimental_dataset","U13",0.011128165771297,0.325842696629214,0.0379244231792774
"experimental_dataset","U07",0.00895713371721049,0.157303370786517,0.0189767124829506
"experimental_dataset","U12",0,0,0
